"","Year","President","Sentences"
"234",2023,"Ramaphosa","Last week, a new cohort of 150 000 school assistants started work at more than 22 000 schools, offering dignity, hope and vital work experience to young people who were unemployed.      "
"235",2023,"Ramaphosa","The Social Employment Fund is recruiting 50 000 participants in its next phase to undertake work for the common good, and the revitalised National Youth Service will create a further 36 000 opportunities through non-profit and community-based organisations.     "
"236",2023,"Ramaphosa","The Department of Home Affairs has appointed the first cohort of 10 000 unemployed young people to digitise more than 340 million paper-based civic records.     "
"237",2023,"Ramaphosa","There are now more than three million users registered on SAYouth.mobi, a zero-rated online platform for young South Africans to access opportunities for learning and earning.     "
"238",2023,"Ramaphosa","This has been done in close collaboration with the National Youth Development Agency (NYDA), which continues to provide valuable assistance to young entrepreneurs and work seekers.     "
"239",2023,"Ramaphosa","I really applaud the NYDA in the manner in which it assists youth to secure employment.   "
"240",2023,"Ramaphosa","The Presidential Employment Stimulus is also supporting people to earn their own living.      "
"241",2023,"Ramaphosa","Around 140 000 small-scale farmers have received input vouchers to buy seeds, fertiliser and equipment, providing a boost for food security and agricultural reform.      "
"242",2023,"Ramaphosa","This initiative has led to the cultivation of some 640 000 hectares of land.    "
"243",2023,"Ramaphosa","An impressive 68% of these farmers are women.     "
"244",2023,"Ramaphosa","This year, we aim to provide 250 000 more vouchers to small-scale farmers.     "
"245",2023,"Ramaphosa","These are examples of the difference that government can make in people’s lives through innovation, creativity and commitment.      "
"246",2023,"Ramaphosa","Fellow South Africans,    The rising cost of living is deepening poverty and inequality.      "
"247",2023,"Ramaphosa","Millions of South Africans are unable to provide for themselves and their families.      "
"248",2023,"Ramaphosa","There is the single mother in Alex, worried about how she will make ends meet as the cost of maize and taxi fares continues to rise.     "
"249",2023,"Ramaphosa","There is the factory worker in Gqeberha who now faces an uncertain future as load-shedding brings the assembly line to a halt.     "
"250",2023,"Ramaphosa","It is the job of the state to provide a minimum level of protection below which no South African will fall.     "
"251",2023,"Ramaphosa","Right now in our country, there are more than 25 million people who receive some form of income support.     "
"252",2023,"Ramaphosa","In addition, around two million indigent households receive free basic water, free basic electricity and free solid waste removal.     "
"253",2023,"Ramaphosa","Around 60% of our budget is spent on what is known as the social wage, providing various forms of support, basic services and assistance to households and individuals to combat poverty and hunger.     "
"254",2023,"Ramaphosa","In support of this work and to counter the rising cost of living, we will continue the Social Relief of Distress (SRD) Grant, which currently reaches around 7.8 million people.     "
"255",2023,"Ramaphosa","We will ensure that existing social grants are increased to cushion the poor against rising inflation.     "
"256",2023,"Ramaphosa","This will be set out in the budget by the Minister of Finance.    "
"257",2023,"Ramaphosa","Work is underway to develop a mechanism for targeted basic income support for the most vulnerable, within our fiscal constraints.     "
"258",2023,"Ramaphosa","This will build on the innovation we have introduced through the SRD Grant, including linking the data that we have across government to make sure we reach all those who are in need.     "
"259",2023,"Ramaphosa","National Treasury is considering the feasibility of urgent measures to mitigate the impact of load-shedding on food prices.      "
"260",2023,"Ramaphosa","This year, we will take steps to unlock massive value for poor households by expediting the provision of title deeds for subsidised houses.     "
"261",2023,"Ramaphosa","The current backlog in processing title deeds is over one million houses, which amounts to an estimated R242 billion in assets that should be in the hands of South Africa’s poorest households.     "
"262",2023,"Ramaphosa","We will focus not just on eradicating this backlog, but on making the title deed system more effective and more accessible.    "
"263",2023,"Ramaphosa","As we undertook in the SoNA last year, the Department of Public Works and Infrastructure has finalised the transfer of 14 000 hectares of state land for housing.          "
"264",2023,"Ramaphosa","Access to quality education for all is the most powerful instrument we have to end poverty.     "
"265",2023,"Ramaphosa","We need to start with children who are very young, providing them with the foundation they need to write and read for meaning, to learn and develop.     "
"266",2023,"Ramaphosa","It is, therefore, significant that the number of children who receive the Early Childhood Development (ECD) subsidy has more than doubled between 2019 and 2022, reaching one-and-a-half million children.     "
